rides_in_thousands,start_station_name,member_casual
0.005,Public Rack - Houston Ave & 130th St,casual
0.025,Public Rack - Houston Ave & 131st St,casual
0.003,Public Rack - Houston Ave & 91st St,member
0.008,Public Rack - Hoyne Ave & 110th Pl,member
0.004,Public Rack - Hoyne Ave & 110th Pl,casual
0.003,Public Rack - Hoyne Ave & 51st St,member
0.002,Public Rack - Hoyne Ave & 51st St,casual
0.228,Public Rack - Hyde Park Blvd & 53rd St,casual
0.411,Public Rack - Hyde Park Blvd & 53rd St,member
0.119,Public Rack - Hyde Park Blvd & 55th St,member
0.085,Public Rack - Hyde Park Blvd & 55th St,casual
0.004,Public Rack - Imlay & Milwaukee,member
0.021,Public Rack - Imlay & Milwaukee,casual
0.001,Public Rack - Independence Blvd & Roosevelt,member
0.002,Public Rack - Independence Blvd & Roosevelt,casual
0.001,Public Rack - Indiana Ave & 111th St,casual
0.004,Public Rack - Indiana Ave & 111th St,member
0.002,Public Rack - Ingleside Ave & 79th St,casual
0.001,Public Rack - Ingleside Ave & 79th St,member
0.009,Public Rack - Irving Park Rd & Austin Ave,member
0.007,Public Rack - Irving Park Rd & Austin Ave,casual
0.033,Public Rack - Irving Park Rd & Leclaire Ave,casual
0.042,Public Rack - Irving Park Rd & Leclaire Ave,member
0.005,Public Rack - Irving Park Rd & Melvina Ave,member
0.005,Public Rack - Irving Park Rd & Melvina Ave,casual
0.006,Public Rack - Irving Park Rd & Menard Ave,casual
0.007,Public Rack - Irving Park Rd & Menard Ave,member
0.007,Public Rack - Irving Park Rd & Parkside Ave,member
0.004,Public Rack - Irving Park Rd & Parkside Ave,casual
0.001,Public Rack - James Madison School,member
0.002,Public Rack - James Madison School,casual
0.043,Public Rack - Jeffery Blvd & 67th St,casual
0.02,Public Rack - Jeffery Blvd & 67th St,member
0.002,Public Rack - Jeffery Blvd & 81st St,member
0.001,Public Rack - Jeffery Blvd & 83rd St,casual
0.003,Public Rack - Jeffery Blvd & 83rd St,member
0.005,Public Rack - Jeffrey Blvd & 71st St,casual
0.017,Public Rack - Jeffrey Blvd & 71st St,member
0.07,Public Rack - Jensen Park,member
0.032,Public Rack - Jensen Park,casual
0.03,Public Rack - Jonathan Y Scammon Public School,casual
0.016,Public Rack - Jonathan Y Scammon Public School,member
0.012,Public Rack - Justine St & 87th St,member
0.001,Public Rack - Karlov Ave & 26th St,member
0.002,Public Rack - Karlov Ave & 26th St,casual
0.025,Public Rack - Karlov Ave & Kamerling Ave,casual
0.099,Public Rack - Karlov Ave & Kamerling Ave,member
0.01,Public Rack - Karlov Ave & Lawrence Ave,casual
0.01,Public Rack - Karlov Ave & Lawrence Ave,member
0.02,Public Rack - Karlov Ave & Milwaukee Ave,member
0.027,Public Rack - Karlov Ave & Milwaukee Ave,casual
0.08,Public Rack - Keating & Peterson,member
0.002,Public Rack - Keating & Peterson,casual
0.004,Public Rack - Kedvale Ave & 26th St,member
0.002,Public Rack - Kedvale Ave & 26th St,casual
0.006,Public Rack - Kedvale Ave & 63rd St E,member
0.027,Public Rack - Kedvale Ave & 63rd St W,casual
0.15,Public Rack - Kedvale Ave & 63rd St W,member
0.001,Public Rack - Kedvale Ave & Addison St,casual
0.003,Public Rack - Kedvale Ave & Avondale Ave,member
0.008,Public Rack - Kedvale Ave & Peterson Ave,member
0.003,Public Rack - Kedvale Ave & Peterson Ave,casual
0.001,Public Rack - Kedzie & 103rd St - East,member
0.004,Public Rack - Kedzie & 103rd St - East,casual
0.003,Public Rack - Kedzie & 103rd St - W,member
0.008,Public Rack - Kedzie & 103rd St - W,casual
0.001,Public Rack - Kedzie Ave & 54th Pl,member
0.004,Public Rack - Kedzie Ave & 54th St - SE,member
0.003,Public Rack - Kedzie Ave & 54th St - SE,casual
0.003,Public Rack - Kedzie Ave & 54th St - SW,member
0.003,Public Rack - Kedzie Ave & 54th St - SW,casual
0.011,Public Rack - Kedzie Ave & 58th St,member
0.011,Public Rack - Kedzie Ave & 58th St,casual
0.017,Public Rack - Kedzie Ave & 60th St,member
0.001,Public Rack - Kedzie Ave & 61st Pl E,member
0.002,Public Rack - Kedzie Ave & 61st Pl E,casual
0.001,Public Rack - Kedzie Ave & 61st Pl W,member
0.002,Public Rack - Kedzie Ave & 62nd Pl,member
0.003,Public Rack - Kedzie Ave & 62nd Pl,casual
0.005,Public Rack - Kedzie Ave & 63rd St,casual
0.008,Public Rack - Kedzie Ave & 63rd St,member
0.002,Public Rack - Kedzie Ave & 64th St - SE,casual
0.005,Public Rack - Kedzie Ave & 64th St - SE,member
0.003,Public Rack - Kedzie Ave & 64th St - SW,casual
0.001,Public Rack - Kedzie Ave & 83rd St,casual
0.011,Public Rack - Kedzie Ave & Archer Ave,casual
0.003,Public Rack - Kedzie Ave & Archer Ave,member
0.062,Public Rack - Kedzie Ave & Argyle St,casual
0.197,Public Rack - Kedzie Ave & Argyle St,member
0.003,Public Rack - Kedzie Ave & Arthington St,casual
0.002,Public Rack - Kedzie Ave & Arthington St,member
0.018,Public Rack - Kedzie Ave & Chicago Ave,member
0.015,Public Rack - Kedzie Ave & Chicago Ave,casual
0.003,Public Rack - Kedzie Ave & Pershing Rd,casual
0.002,Public Rack - Kedzie Ave & Pershing Rd,member
0.004,Public Rack - Kedzie Ave & Walnut St,casual
0.004,Public Rack - Kedzie Ave & Walnut St,member
0.001,Public Rack - Keef Ave & South Chicago Ave,member
0.001,Public Rack - Keeler Ave & 26th St,member
0.001,Public Rack - Keeler Ave & 26th St,casual
0.001,Public Rack - Keeler Ave & 55th St,casual
0.001,Public Rack - Keeler Ave & Madison St S,casual
0.004,Public Rack - Keeler Ave & Madison St S,member
0.026,Public Rack - Kenneth & Carmen,casual
0.029,Public Rack - Kenneth & Carmen,member
0.002,Public Rack - Kenneth Ave & 63rd St E,casual
0.001,Public Rack - Kenneth Ave & 63rd St E,member
0.005,Public Rack - Kenneth Ave & 63rd St W,casual
0.001,Public Rack - Kenneth Ave & 63rd St W,member
0.007,Public Rack - Kenton & Lawrence,casual
0.018,Public Rack - Kenton & Lawrence,member
0.024,Public Rack - Kenton Ave & Palmer St,casual
0.006,Public Rack - Kenton Ave & Palmer St,member
0.041,Public Rack - Keystone Ave & Irving Park Rd,member
0.018,Public Rack - Keystone Ave & Irving Park Rd,casual
0.011,Public Rack - Keystone Ave & North Ave,casual
0.013,Public Rack - Keystone Ave & North Ave,member
0.001,Public Rack - Kilbourn Ave & Fullerton Ave,member
0.001,Public Rack - Kildare Ave & 63rd St,casual
0.001,Public Rack - Kildare Ave & 63rd St,member
0.002,Public Rack - Kildare Ave & Division Ave,member
0.001,Public Rack - Kildare Ave & Division Ave,casual
0.018,Public Rack - Kildare Ave & North Ave,member
0.005,Public Rack - Kildare Ave & North Ave,casual
0.01,Public Rack - Kildare Ave & Washignton Blvd,casual
0.003,Public Rack - Kildare Ave & Washignton Blvd,member
0.06,Public Rack - Kilpatrick & Elston,casual
0.023,Public Rack - Kilpatrick & Elston,member
0.015,Public Rack - Kimball & Ardmore,casual
0.014,Public Rack - Kimball & Ardmore,member
0.027,Public Rack - Kimball Ave & Carmen Ave,member
0.012,Public Rack - Kimball Ave & Carmen Ave,casual
0.033,Public Rack - Kimball Ave & Lawrence Ave,member
0.033,Public Rack - Kimball Ave & Lawrence Ave,casual
0.078,Public Rack - Kimbark Ave & 63rd St,member
0.01,Public Rack - Kimbark Ave & 63rd St,casual
0.012,Public Rack - Kimbark Ave & 67th St,casual
0.005,Public Rack - Kimbark Ave & 67th St,member
0.009,Public Rack - King Dr & 115th St,member
0.02,Public Rack - King Dr & 115th St,casual
0.008,Public Rack - King Dr & 71st St,member
0.005,Public Rack - King Dr & 71st St,casual
0.004,Public Rack - King Dr & Oakwood Blvd,casual
0.004,Public Rack - King Dr & Oakwood Blvd,member
0.002,Public Rack - Kingston Ave & 75th St,member
0.001,Public Rack - Kingston Ave & 75th St,casual
0.033,Public Rack - Kinzua Ave & Devon Ave,casual
0.089,Public Rack - Kinzua Ave & Devon Ave,member
0.004,Public Rack - Kolin Ave & Archer Ave,casual
0.002,Public Rack - Kolin Ave & Archer Ave,member
0.003,Public Rack - Komensky Ave & 26th St,casual
0.003,Public Rack - Komensky Ave & 26th St,member
0.014,Public Rack - Komensky Ave & 59th St,casual
0.025,Public Rack - Komensky Ave & 59th St,member
0.005,Public Rack - Komensky Ave & 63rd St,member
0.004,Public Rack - Komensky Ave & 63rd St,casual
0.011,Public Rack - Kostner & Bryn Mawr,casual
0.005,Public Rack - Kostner & Bryn Mawr,member
0.03,Public Rack - Kostner & Peterson,member
0.003,Public Rack - Kostner & Peterson,casual
0.003,Public Rack - Kostner Ave & 16th St,member
0.004,Public Rack - Kostner Ave & 16th St,casual
0.085,Public Rack - Kostner Ave & Armitage Ave,casual
0.069,Public Rack - Kostner Ave & Armitage Ave,member
0.083,Public Rack - Kostner Ave & Diversey Ave,member
0.028,Public Rack - Kostner Ave & Diversey Ave,casual
0.003,Public Rack - Kostner Ave & Lake St,member
0.003,Public Rack - Kostner Ave & Lake St,casual
0.004,Public Rack - Kostner Ave & North Ave,member
0.012,Public Rack - Kostner Ave & Wrightwood Ave,member
0.006,Public Rack - Kostner Ave & Wrightwood Ave,casual
0.001,Public Rack - La Moyne Ave and Leamington Ave,member
0.001,Public Rack - Lafayette Ave & 119th St,member
0.002,Public Rack - Lafayette Ave & 87th St - NW,member
0.001,Public Rack - Lafayette Ave & 87th St SW,member
0.068,Public Rack - Lafayette Ave & 95th St,member
0.106,Public Rack - Lafayette Ave & 95th St,casual
0.006,Public Rack - Laflin St & 51st St,casual
0.006,Public Rack - Laflin St & 51st St,member
0.002,Public Rack - Laflin St & 79th St,casual
0.003,Public Rack - Laflin St & 79th St,member
0.004,Public Rack - Laflin St &51st ST,member
0.002,Public Rack - Laflin St &51st ST,casual
0.001,Public Rack - Lake Park Ave & 44th St,member
0.001,Public Rack - Lake Park Ave & 44th St,casual
0.001,Public Rack - Lake Park Ave & 47th St,member
0.001,Public Rack - Lake Park Ave & 47th St,casual
0.006,Public Rack - Lake Shore Dr & Hayes Dr,member
0.002,Public Rack - Lake Shore Dr & Hayes Dr,casual
0.002,Public Rack - Lamon Ave & Archer Ave,member
0.001,Public Rack - Lamon Ave & Archer Ave,casual
0.001,Public Rack - Lamon Ave & Erie St,member
0.002,Public Rack - Lamon Ave & Erie St,casual
0.031,Public Rack - Langley Ave & 105th Pl,casual
0.009,Public Rack - Langley Ave & 105th Pl,member
0.177,Public Rack - Langley Ave & 49th St,member
0.017,Public Rack - Langley Ave & 49th St,casual
0.01,Public Rack - Langley Ave & 79th St,member
0.013,Public Rack - Langley Ave & 79th St,casual
0.04,Public Rack - Langley Ave & Oakwood Blvd,casual
0.013,Public Rack - Langley Ave & Oakwood Blvd,member
0.001,Public Rack - Laporte Ave & Armitage Ave,member
0.002,Public Rack - Laporte Ave & Armitage Ave,casual
0.015,Public Rack - Laramie Ave & Belmont Ave,casual
0.019,Public Rack - Laramie Ave & Belmont Ave,member
0.006,Public Rack - Laramie Ave & Fullerton Ave,casual
0.012,Public Rack - Laramie Ave & Fullerton Ave,member
0.012,Public Rack - Laramie Ave & Grand Ave,casual
0.009,Public Rack - Laramie Ave & Grand Ave,member
0.012,Public Rack - Laramie Ave & Warwick Ave,casual
0.002,Public Rack - Laramie Ave & Warwick Ave,member
0.019,Public Rack - Laramine Ave & Winnemac Ave,member
0.014,Public Rack - Laramine Ave & Winnemac Ave,casual
0.002,Public Rack - Latrobe Ave & Lake St,member
0.027,Public Rack - Lavergne & Lawrence,casual
0.048,Public Rack - Lavergne & Lawrence,member
0.026,Public Rack - Lavergne Ave & Belle Plaine Ave,member
0.021,Public Rack - Lavergne Ave & Belle Plaine Ave,casual
0.001,Public Rack - Lawndale & 63rd St,casual
0.04,Public Rack - Lawndale Ave & 23rd St,casual
0.012,Public Rack - Lawndale Ave & 23rd St,member
0.103,Public Rack - Lawndale Ave & Diversey Ave,member
0.039,Public Rack - Lawndale Ave & Diversey Ave,casual
0.003,Public Rack - Lawndale Ave & Polk St,casual
0.006,Public Rack - Lawndale Ave & Polk St,member
0.001,Public Rack - Lawndale Ave & Roosevelt,member
0.013,Public Rack - Lawrence Ave & Kimball Ave,casual
0.012,Public Rack - Lawrence Ave & Kimball Ave,member
0.017,Public Rack - Leader & Caldwell,member
0.008,Public Rack - Leader & Caldwell,casual
0.014,Public Rack - Leamington & Elston,casual
0.043,Public Rack - Leamington & Elston,member
0.004,Public Rack - Leclaire Ave & Division St,casual
0.011,Public Rack - Leclaire Ave & Division St,member
0.005,Public Rack - Legler Regional Library,member
0.004,Public Rack - Leland Ave & Melvina Ave,member
0.002,Public Rack - Leland Ave & Melvina Ave,casual
0.007,Public Rack - Lemont Ave & Keating Ave,member
0.001,Public Rack - Lemont Ave & Keating Ave,casual
0.005,Public Rack - Leoti Ave & Central Ave (north),member
0.004,Public Rack - Leoti Ave & Central Ave (south),member
0.008,Public Rack - Linder & 51st,casual
0.001,Public Rack - Linder & 51st,member
0.005,Public Rack - Linder & Elston,casual
0.006,Public Rack - Linder & Elston,member
0.001,Public Rack - Linder Ave & 51st St,member
0.001,Public Rack - Linder Ave & 64th Pl,member
0.008,Public Rack - Linder Ave & 64th Pl,casual
0.006,Public Rack - Linder Ave & Archer Ave,casual
0.007,Public Rack - Linder Ave & Archer Ave,member
0.002,Public Rack - Linder Ave & Belmont Ave,member
0.005,Public Rack - Linder Ave & Belmont Ave,casual
0.012,Public Rack - Lockwood & Archer,member
0.033,Public Rack - Lockwood & Archer,casual
0.011,Public Rack - Lockwood Ave & Diversey Ave,member
0.011,Public Rack - Lockwood Ave & Diversey Ave,casual
0.002,Public Rack - Longwood Dr & 111th St,member
0.004,Public Rack - Longwood Dr & 95th St,casual
0.01,Public Rack - Longwood Dr & 95th St,member
0.005,Public Rack - Loomis Blvd & 47th St,casual
0.004,Public Rack - Loomis Blvd & 47th St,member
0.001,Public Rack - Loomis Blvd & 83rd St,member
0.001,Public Rack - Loomis St & 87th St,member
0.002,Public Rack - Lorel Ave & Chicago Ave,casual
0.003,Public Rack - Lorel Ave & Chicago Ave,member
0.004,Public Rack - Lorel Ave & Grand Ave,member
0.004,Public Rack - Lorel Ave & Grand Ave,casual
0.002,Public Rack - Lotus Ave & Harrison St,member
0.012,Public Rack - Lotus Ave & Lawrence Ave,casual
0.018,Public Rack - Lotus Ave & Lawrence Ave,member
0.002,Public Rack - Lowe Ave & 94th St,casual
0.001,Public Rack - Lowe Ave & 94th St,member
0.001,Public Rack - Lowe Ave & 98th St,member
0.017,Public Rack - Lowe Park,member
0.001,Public Rack - Lowe Park,casual
0.034,Public Rack - Lowell Ave & Elston Ave,member
0.052,Public Rack - Lowell Ave & Elston Ave,casual
0.012,Public Rack - Lynch & Elston,casual
0.024,Public Rack - Lynch & Elston,member
0.001,Public Rack - Mackinaw Ave & 106th St,member
0.001,Public Rack - Mackinaw Ave & 106th St,casual
0.001,Public Rack - Mackinaw Ave & 108th St,member
0.002,Public Rack - Mackinaw Ave & 85th St,member
0.005,Public Rack - Mackinaw Ave & 85th St,casual
0.011,Public Rack - Mango & Higgins,casual
0.033,Public Rack - Mango & Higgins,member
0.006,Public Rack - Maplewood Ave & 47th St,member
0.004,Public Rack - Maplewood Ave & 47th St,casual
0.004,Public Rack - Maplewood Ave & 63rd St,member
0.009,Public Rack - Maplewood Ave & 63rd St,casual
0.002,Public Rack - Marquette Ave & 79th St,member
0.005,Public Rack - Marquette Ave & 83rd St,member
0.002,Public Rack - Marquette Ave & 83rd St,casual
0.001,Public Rack - Marquette Rd & 67th St,casual
0.002,Public Rack - Marshfield Ave & 45th St,member
0.003,Public Rack - Marshfield Ave & 45th St,casual
0.003,Public Rack - Marshfield Ave & 87th St,member
0.001,Public Rack - Marshfield Ave & 87th St,casual
0.013,Public Rack - Martin Luther King Dr & 44th St,casual
0.013,Public Rack - Martin Luther King Dr & 44th St,member
0.003,Public Rack - Martin Luther King Dr & 69th St,casual
0.001,Public Rack - Maryland Ave & 87th ST,casual
0.002,Public Rack - Mason & Archer,member
0.001,Public Rack - Mason Ave & Archer Ave,casual
0.001,Public Rack - Mason Ave & Archer Ave,member
0.002,Public Rack - Mason Ave & Milwaukee Ave,member
0.001,Public Rack - Mason Ave & Milwaukee Ave,casual
0.001,Public Rack - Mason Ave & Roosevelt Rd,member
0.003,Public Rack - Mason Ave & Roosevelt Rd,casual
0.001,Public Rack - May St & 63rd St,casual
0.002,Public Rack - May St & 78th St,member
0.002,Public Rack - May St & 87th St,member
0.001,Public Rack - May St & 87th St,casual
0.001,Public Rack - McCormick Blvd & Devon Ave,member
0.002,Public Rack - McVicker & 52nd,casual
0.001,Public Rack - McVicker & 52nd,member
0.002,Public Rack - McVicker Ave & Grand Ave,casual
0.001,Public Rack - McVicker Ave & Grand Ave,member
0.002,Public Rack - Meade Ave & Archer Ave,member
0.002,Public Rack - Meade Ave & Archer Ave,casual
0.014,Public Rack - Melvina & Foster,member
0.03,Public Rack - Melvina & Foster,casual
0.011,Public Rack - Melvina Ave & Belmont Ave,casual
0.005,Public Rack - Melvina Ave & Belmont Ave,member
0.021,Public Rack - Melvina Ave & Montrose Ave,member
0.005,Public Rack - Melvina Ave & Montrose Ave,casual
0.002,Public Rack - Menard Ave & Adams Blvd,casual
0.005,Public Rack - Menard Ave & Adams Blvd,member
0.004,Public Rack - Menard Ave & Agusta Blvd,member
0.002,Public Rack - Menard Ave & Agusta Blvd,casual
0.016,Public Rack - Menard Ave & Belmont Ave,casual
0.03,Public Rack - Menard Ave & Belmont Ave,member
0.01,Public Rack - Menard Ave & Dakin St - midblock,member
0.021,Public Rack - Menard Ave & Dakin St - midblock,casual
0.004,Public Rack - Menard Ave & Grand Ave,member
0.013,Public Rack - Menard Ave & Grand Ave,casual
0.001,Public Rack - Menard Ave & Leland Ave,member
0.001,Public Rack - Menard Ave & Leland Ave,casual
0.002,Public Rack - Menard Ave & Madison St,member
0.001,Public Rack - Miami Ave & Milwaukee Ave,member
0.002,Public Rack - Miami Ave & Milwaukee Ave,casual
0.007,Public Rack - Michele Clark Magnet High School,member
0.007,Public Rack - Michele Clark Magnet High School,casual
0.002,Public Rack - Michigan Ave & 102nd St,member
0.005,Public Rack - Michigan Ave & 107th St,casual
0.007,Public Rack - Michigan Ave & 107th St,member
0.001,Public Rack - Michigan Ave & 110th St,member
0.002,Public Rack - Michigan Ave & 119th St,casual
0.007,Public Rack - Michigan Ave & 119th St,member
0.001,Public Rack - Michigan Ave & 121st St,member
0.001,Public Rack - Michigan Ave & 125th Pl,member
0.002,Public Rack - Michigan Ave & 67th St,casual
0.003,Public Rack - Michigan Ave & 96th St,member
0.011,Public Rack - Michigan Ave & 96th St,casual
0.029,Public Rack - Midway Orange Line,member
0.092,Public Rack - Midway Orange Line,casual
0.024,Public Rack - Milwaukee Ave & Addison St,casual
0.02,Public Rack - Milwaukee Ave & Addison St,member
0.082,Public Rack - Milwaukee Ave & Catalpa Ave,member
0.025,Public Rack - Milwaukee Ave & Catalpa Ave,casual
0.047,Public Rack - Milwaukee Ave & Culyer Ave,member
0.056,Public Rack - Milwaukee Ave & Culyer Ave,casual
0.19,Public Rack - Milwaukee Ave & Diversey Ave,member
0.106,Public Rack - Milwaukee Ave & Diversey Ave,casual
0.092,Public Rack - Milwaukee Ave & Haussen Ct,member
0.067,Public Rack - Milwaukee Ave & Haussen Ct,casual
0.13,Public Rack - Milwaukee Ave & Higgins Ave,member
0.068,Public Rack - Milwaukee Ave & Higgins Ave,casual
0.029,Public Rack - Milwaukee Ave & Kennedy Expy,casual
0.05,Public Rack - Milwaukee Ave & Kennedy Expy,member
0.023,Public Rack - Milwaukee Ave & Lawrence Ave,casual
0.037,Public Rack - Milwaukee Ave & Lawrence Ave,member
0.014,Public Rack - Milwaukee Ave & Leland Ave,casual
0.021,Public Rack - Milwaukee Ave & Leland Ave,member
0.025,Public Rack - Milwaukee Ave & Pensacola Ave,casual
0.007,Public Rack - Milwaukee Ave & Pensacola Ave,member
0.027,Public Rack - Milwaukee Ave & School St,member
0.014,Public Rack - Milwaukee Ave & School St,casual
0.003,Public Rack - Milwaukee Ave & Sunnyside Ave,casual
0.007,Public Rack - Milwaukee Ave & Sunnyside Ave,member
0.009,Public Rack - Milwaukee Ave & Warner Ave,member
0.008,Public Rack - Milwaukee Ave & Warner Ave,casual
0.004,Public Rack - Milwaukee Ave & Waveland Ave,member
0.006,Public Rack - Milwaukee Ave & Waveland Ave,casual
0.001,Public Rack - Minnehaha Ave & Devon Ave,casual
0.006,Public Rack - Minnehaha Ave & Devon Ave,member
0.009,Public Rack - Minuteman Park,casual
0.005,Public Rack - Mobile Ave & Archer Ave,member
0.019,Public Rack - Mobile Ave & Archer Ave,casual
0.006,Public Rack - Mont Clare Ave & Higgins Ave,casual
0.014,Public Rack - Mont Clare Ave & Higgins Ave,member
0.01,Public Rack - Monticello & Lawrence,casual
0.008,Public Rack - Monticello & Lawrence,member
0.097,Public Rack - Monticello Ave & Belmont Ave,casual
0.136,Public Rack - Monticello Ave & Belmont Ave,member
0.005,Public Rack - Montrose Ave & Lavergne Ave,member
0.004,Public Rack - Montrose Ave & Lavergne Ave,casual
0.001,Public Rack - Morgan St & 103rd St,member
0.004,Public Rack - Morgan St & 87th St,casual
0.001,Public Rack - Morgan St & 87th St,member
0.005,Public Rack - Morgan St & 95th St,member
0.001,Public Rack - Morgan St & 95th St,casual
0.006,Public Rack - Mozart Elementary School,casual
0.011,Public Rack - Mozart Elementary School,member
0.001,Public Rack - Mt Greenwood Library - South,member
0.005,Public Rack - Mt Greenwood Library - South,casual
0.001,Public Rack - Mt Greenwood Library N,member
0.007,Public Rack - Mulligan & Northwest Hwy,member
0.005,Public Rack - Mulligan & Northwest Hwy,casual
0.002,Public Rack - Mulligan Ave & 56th St,member
0.015,Public Rack - Mulligan Ave & 56th St,casual
0.002,Public Rack - Muskegon Ave & 89th St,member
0.003,Public Rack - N Narragansett Ave & Grand Ave,member
0.005,Public Rack - N Narragansett Ave & Grand Ave,casual
0.001,Public Rack - N Sayre Ave & W Belden Ave,member
0.002,Public Rack - N Sayre Ave & W Belden Ave,casual
0.017,Public Rack - N. Oakview and W. Gregory St,casual
0.019,Public Rack - N. Oakview and W. Gregory St,member
0.012,Public Rack - Nagel & Higgins,member
0.051,Public Rack - Nagel & Higgins,casual
0.047,Public Rack - Nagle Ave & Belmont Ave,member
0.017,Public Rack - Nagle Ave & Belmont Ave,casual
0.005,Public Rack - Narragansett Ave & Fullerton Ave,member
0.006,Public Rack - Narragansett Ave & Fullerton Ave,casual
0.014,Public Rack - Nashotah & Northwest Hwy,member
0.017,Public Rack - Nashotah & Northwest Hwy,casual
0.02,Public Rack - Natoma Ave & 61st St,casual
0.029,Public Rack - Natoma Ave & Bryn Mawr Ave,casual
0.088,Public Rack - Natoma Ave & Bryn Mawr Ave,member
0.01,Public Rack - Neenah & Archer,casual
0.001,Public Rack - Neenah & Archer,member
0.003,Public Rack - Neenah & Dakin,casual
0.002,Public Rack - Neenah & Dakin,member
0.003,Public Rack - Neola & Northwest Hwy,member
0.009,Public Rack - Neva & Foster,member
0.006,Public Rack - Neva Ave & Grand Ave,casual
0.007,Public Rack - Neva Ave & Grand Ave,member
0.001,Public Rack - New England Ave & Grace St,member
0.001,Public Rack - New England Ave & Grace St,casual
0.001,Public Rack - New England Ave & Irving Park Rd,member
0.001,Public Rack - Newcastle & Archer,member
0.027,Public Rack - Newcastle & Archer,casual
0.004,Public Rack - Newcastle Ave & Belden Ave,member
0.002,Public Rack - Newcastle Ave & Belden Ave,casual
0.001,Public Rack - Newcastle Ave & Belmont Ave,member
0.001,Public Rack - Newcastle Ave & Belmont Ave,casual
0.002,Public Rack - Newcastle Ave & Wellington Ave,casual
0.002,Public Rack - Newcastle Ave & Wellington Ave,member
0.001,Public Rack - Newland Ave & Diversey Ave,casual
0.002,Public Rack - Newland Ave & Diversey Ave,member
0.009,Public Rack - Nina Ave & Avondale Ave,member
0.002,Public Rack - Nina Ave & Avondale Ave,casual
0.021,Public Rack - Nordica & Archer,casual
0.011,Public Rack - Nordica & Archer,member
0.003,Public Rack - Nordica Ave & Addison St,casual
0.002,Public Rack - Nordica Ave & Addison St,member
0.002,Public Rack - Nordica Ave & Higgins Ave,member
0.004,Public Rack - Nordica Ave & Higgins Ave,casual
0.002,Public Rack - Normal Ave & 111th St,member
0.013,Public Rack - Normal Ave & 111th St,casual
0.008,Public Rack - Normal Ave & 72nd St,casual
0.001,Public Rack - Normal Ave & 72nd St,member
0.002,Public Rack - Normal Blvd & 61st Pl,member
0.002,Public Rack - Normal Blvd & 61st Pl,casual
0.003,Public Rack - Normandy Ave & Archer Ave,casual
0.002,Public Rack - Normandy Ave & Archer Ave,member
0.002,Public Rack - Normandy Ave & Raven St,member
0.016,Public Rack - Northwest Hwy & Bryn Mawr,member
0.012,Public Rack - Northwest Hwy & Bryn Mawr,casual
0.002,Public Rack - Northwest Hwy & Highland Ave,casual
0.01,Public Rack - Northwest Hwy & Neva Ave,member
0.003,Public Rack - Northwest Hwy & Neva Ave,casual
0.001,Public Rack - Northwest Hwy & Raven St,member
0.009,Public Rack - Norwood Park,casual
0.004,Public Rack - Norwood Park,member
0.029,Public Rack - Norwood Park Station ,member
0.015,Public Rack - Norwood Park Station ,casual
0.002,Public Rack - Oak Park & Higgins,casual
0.004,Public Rack - Oak Park & Higgins,member
0.002,Public Rack - Oak Park Ave & Foster Ave,casual
0.003,Public Rack - Oak Park Ave & Foster Ave,member
0.002,Public Rack - Oakley Ave & 50th Pl,member
0.004,Public Rack - Octavia Ave & Touhy Ave,casual
0.011,Public Rack - Odell & Talcott,member
0.007,Public Rack - Odell & Talcott,casual
0.001,Public Rack - Oglesby Ave & 105th St,member
0.002,Public Rack - Oglesby Ave & 95th St,member
0.017,Public Rack - Oglesby Ave & 95th St,casual
0.002,Public Rack - Oketo & Northwest Hwy,member
0.003,Public Rack - Oketo & Northwest Hwy,casual
0.009,Public Rack - Oketo & Talcott,casual
0.003,Public Rack - Oketo & Talcott,member
0.01,Public Rack - Oketo Ave & Belmont Ave,casual
0.012,Public Rack - Oketo Ave & Belmont Ave,member
0.001,Public Rack - Oleander Ave & Addison St,member
0.024,Public Rack - Olmstead Ave & Oliphant Ave,casual
0.065,Public Rack - Olmstead Ave & Oliphant Ave,member
0.001,Public Rack - Orville T Bright School,member
0.003,Public Rack - Osceola Ave & Touhy Ave,member
0.001,Public Rack - Osceola Ave & Touhy Ave,casual
0.004,Public Rack - Ottowa Ave & Touhy Ave,member
0.002,Public Rack - Ottowa Ave & Touhy Ave,casual
0.011,Public Rack - Overhill Ave & Touhy Ave,casual
0.008,Public Rack - Overhill Ave & Touhy Ave,member
0.001,Public Rack - Ozanam Ave & Devon Ave,member
0.003,Public Rack - Ozanam Ave & Devon Ave,casual
0.004,Public Rack - Ozark Ave & Addison St,member
0.011,Public Rack - Ozark Ave & Addison St,casual
0.001,Public Rack - Ozman & Talcott,casual
0.002,Public Rack - Ozman & Talcott,member
0.001,Public Rack - Panama Ave & Forest Preserve Ave,casual
0.001,Public Rack - Park Manor Elementary School,member
0.002,Public Rack - Parkside & 63rd,member
0.008,Public Rack - Parkside & 63rd,casual
0.013,Public Rack - Parkside & Archer,member
0.018,Public Rack - Parkside & Archer,casual
0.002,Public Rack - Parkside & Elston,casual
0.004,Public Rack - Parkside & Elston,member
0.002,Public Rack - Parnell Ave & 103rd St,member
0.001,Public Rack - Parnell Ave & 119th St,member
0.001,Public Rack - Parnell Ave & 98th St,member
0.002,Public Rack - Parnell Ave & 98th St,casual
0.002,Public Rack - Paul Revere Elementary School,casual
0.002,Public Rack - Paul Revere Elementary School,member
